,plaintext,ciphertext
43613,5b70,65a8
43614,b9ce,fc2e
43615,e0e6,fa5a
43616,241b,bb2e
43617,64b1,9fc9
43618,af67,025e
43619,9c72,7630
43620,4be9,c2c7
43621,112d,3db4
43622,8894,1b08
43623,0ff7,b67b
43624,f266,8fda
43625,5e73,abee
43626,a4bf,c6eb
43627,a5f1,1648
43628,36b2,b08c
43629,7309,9a38
43630,ca2e,59e6
43631,8d5e,6c46
43632,6865,c298
43633,0ec4,160c
43634,3693,d195
43635,0883,c5b4
43636,502a,e874
43637,0332,ca1c
43638,940e,5efa
43639,3345,530c
43640,2a98,9188
43641,0385,f00c
43642,aebf,2ad5
43643,0b5d,a525
43644,bb74,8366
43645,3f6e,9d23
43646,dbf8,50f9
43647,3ea3,a519
43648,4977,e27a
43649,9de7,6dc4
43650,bcda,3553
43651,f64b,726f
43652,87d8,41f9
43653,76ab,d9c6
43654,03f2,a5b1
43655,d439,6de1
43656,6907,5ada
43657,8289,439a
43658,640f,6d04
43659,17fa,3094
43660,dcca,6ffe
43661,9d3a,ca14
43662,b00a,c3c2
43663,3289,294c
43664,57b3,4edc
43665,8073,9f44
43666,7c99,0c35
43667,48f9,274a
43668,0b14,7162
43669,7dda,adf4
43670,543f,c52e
43671,b070,c2ab
43672,02cd,74ae
43673,d068,b71b
43674,db27,8c52
43675,c657,ce1c
43676,ba30,0db6
43677,587b,bc8e
43678,6ce3,9dbb
43679,6a45,8ba4
43680,5238,3e52
43681,29d5,622f
43682,5c2d,e451
43683,21df,e232
43684,8732,afa9
43685,6c14,88b0
43686,7b73,4f77
43687,0160,fc85
43688,5540,c9e7
43689,855a,bca7
43690,194f,ec26
43691,4347,3bc8
43692,bf93,930e
43693,5297,757f
43694,a3ff,5643
43695,72b5,1ab0
43696,1fed,5a8d
43697,71e5,4aad
43698,d65a,3d1d
43699,641b,d6c1
43700,9546,d619
43701,9f66,4ef8
43702,d4eb,535c
43703,5d84,d8d1
43704,b31c,9737
43705,07dd,6097
43706,bc14,db81
43707,0e4c,e54f
43708,c43e,a1c0
43709,ac1f,4523
43710,4751,2ec9
43711,e1d6,2c24
43712,32c7,deed
43713,836a,8fc8
43714,3074,6a8d
43715,f41d,f7f2
43716,963d,77ab
43717,24d8,565a
43718,deec,3537
43719,0abf,05cc
43720,16e2,17a4
43721,5571,c58c
43722,56ee,7caa
43723,57f3,7c78
43724,db57,d517
43725,bb9c,4b89
43726,168b,73c4
43727,60ce,5086
43728,9af6,56c9
43729,a721,5940
43730,dcc6,892d
43731,a99b,d291
43732,28ea,a7cc
43733,8e12,e145
43734,fced,9bdb
43735,800b,86aa
43736,c4b5,1565
43737,ee7a,4ad1
43738,b90f,5478
43739,e21b,9100
43740,e87f,bc53
43741,5209,b5e2
43742,1a61,8bf7
43743,369a,b672
43744,9f27,d269
43745,cf8f,3153
43746,af85,41fb
43747,f3a2,953f
43748,bbca,f684
43749,cd3d,ebf3
43750,6be8,9ebb
43751,e025,aa52
43752,f00c,736f
43753,d34d,cd69
43754,4b17,a1a7
43755,d03e,5bf3
43756,3cb5,a7fc
43757,084e,a522
43758,5528,2d85
43759,b3b9,1132
43760,a786,aaae
43761,6a78,3adc
43762,3257,e890
43763,3b62,252d
43764,de12,9eaa
43765,ca16,4f1e
43766,7c61,75db
43767,a8dc,cf58
43768,988f,8044
43769,cc38,93f6
43770,9297,52a7
43771,5042,866d
43772,9841,f12d
43773,0811,bfab
43774,f9d3,9f1f
43775,1cb2,4629
43776,dbe5,971c
43777,bb20,5288
43778,2f6c,bfe1
43779,424f,2450
43780,427c,0227
43781,bbab,4f67
43782,efe9,7aca
43783,75ca,4417
43784,f596,f7d4
43785,9e1d,a479
43786,1650,3448
43787,9f8e,e9eb
43788,0d7b,076c
43789,ab7c,7418
43790,d298,9315
43791,6037,be3a
43792,5679,5a29
43793,42cd,e6b2
43794,0de6,3afb
43795,0d7d,736c
43796,4345,36c9
43797,3a25,3399
43798,1759,3799
43799,09f9,fb15
43800,02fc,b3ab
43801,755d,e81a
43802,a17d,2b0d
43803,e2a5,eca4
43804,c7a3,7e9e
43805,5ea4,c987
43806,8312,d19e
43807,c41b,a1c6
43808,5f91,139d
43809,abcb,79a9
43810,453a,fb34
43811,3285,2872
43812,0a96,824e
43813,f019,8224
43814,0694,7c80
43815,138f,19dc
43816,67a0,703e
43817,c53c,25cc
43818,de96,5e23
43819,9f36,362e
43820,ea6c,72e7
43821,f4b2,07fa
43822,82f0,09f4
43823,30ca,cd5d
43824,b65e,6985
43825,232e,d887
43826,de39,6637
43827,9df8,5a7e
43828,b55b,701d
43829,8a63,6f78
43830,365b,d3dd
43831,4ea6,1a23
43832,f7ee,6064
43833,8718,13a8
43834,02cc,7110
43835,6ede,c7ce
43836,fde8,7e91
43837,04bb,0721
43838,c117,e762
43839,078e,caec
43840,1dc0,0ee4
43841,a5f7,be8a
43842,9353,40d2
43843,b616,2341
43844,eaf0,cfba
43845,e533,036a
43846,d577,c761
43847,0784,9de1
43848,e5c5,cc29
43849,8050,a3ed
43850,ba46,fc32
43851,f355,0547
43852,f176,9105
43853,4cc4,6ecd
43854,39e1,5b66
43855,1899,2dc9
43856,0bdf,a777
43857,32bd,228c
43858,59cc,67df
43859,f694,b7d0
43860,b349,c0b6
43861,e740,8756
43862,eaa1,8355
43863,f4e3,47fb
43864,8db8,3b8e
43865,ed06,451f
43866,d285,8c13
43867,3092,64ef
43868,3df5,bbb4
43869,3dd9,d379
43870,227a,f922
43871,fc6e,356a
43872,1fe4,d7cb
43873,e750,2563
43874,68ac,fa22
43875,9f93,b6a1
43876,ec59,2e46
43877,2382,1ede
43878,159f,23d9
43879,df5a,0b63
43880,4073,0b7a
43881,3fb6,be2f
43882,3f6a,8c7e
43883,9390,18d3
43884,b8b8,d5b4
43885,0588,d780
43886,966f,1edd
43887,2ee7,e7fb
43888,2895,5da5
43889,5cdc,3ab0
43890,48b9,8086
43891,2798,f08d
43892,d3d5,a694
43893,c179,2e4b
43894,ca57,be6a
43895,944c,71a5
43896,43de,3451
43897,9fbf,d126
43898,4353,7aec
43899,20ad,9e60
43900,7646,9fe7
43901,d11d,14ad
43902,2b26,7bb9
43903,ec7a,361f
43904,0fae,e1ad
43905,25c3,49ac
43906,ce28,f4c3
43907,5047,2f79
43908,f76f,67e7
43909,9ece,0410
43910,32ce,0bc2
43911,0a27,8ba7
43912,cb29,8fbb
43913,d0f6,b946
43914,621e,d6c2
43915,fe84,ac06
43916,78d9,a0c1
43917,cf70,abf6
43918,2e06,fc82
43919,aa09,8bf4
43920,5bae,e171
43921,1a66,be0b
43922,349a,c12f
43923,1797,0a63
43924,8347,0f60
43925,3903,8acd
43926,aea4,13b4
43927,444e,a13e
43928,3234,b318
43929,1acd,0331
43930,ee95,206c
43931,5783,77be
43932,dfa2,4acf
43933,77fe,42a6
43934,3ff3,7730
43935,8777,9a5f
43936,2185,4153
43937,6034,2092
43938,b1eb,db8d
43939,3082,a8bc
43940,499b,f6c3
43941,b9c9,fd99
43942,15cd,ffbe
43943,d346,b649
43944,99f3,40e8
43945,2039,ce81
43946,ffc0,3313
43947,01d6,64b3
43948,5d78,8680
43949,778f,86e2
43950,7410,0726
43951,881d,9d91
43952,ba9c,48b2
43953,226c,7d79
43954,51f2,70b8
43955,6719,8194
43956,9acc,3819
43957,2570,bfe5
43958,f87c,0d08
43959,34c4,4158
43960,fbec,3150
43961,163b,610e
43962,081e,3688
43963,864d,3d8b
43964,5562,d730
43965,0df4,20f8
43966,fe30,30d3
43967,6079,085f
43968,0bab,4e9d
43969,2e8c,6005
43970,241a,660c
43971,4667,217a
43972,3d6c,b73b
43973,387f,9207
43974,155f,6cd6
43975,f4bb,5056
43976,b69a,ca59
43977,b305,54b8
43978,4ab7,81b3
43979,ec33,aeb3
43980,0d42,fce2
43981,59a5,ec18
43982,ffb4,08e4
43983,f4c9,01be
43984,6873,24d7
43985,5c3b,52a0
43986,0d00,0dcb
43987,a671,61b6
43988,ccf1,efb9
43989,6c0c,16c6
43990,f85c,2c34
43991,a34f,5abf
43992,a18b,e603
43993,3f4f,3ea1
43994,d70b,d0f9
43995,2e7a,45e4
43996,c0a4,7628
43997,5127,8f87
43998,44fa,e0b1
43999,55cf,7f5b
44000,47f7,3efe
44001,8cf2,63b0
44002,e79e,cb68
44003,18f3,f6d3
44004,de2f,9d26
44005,5649,b784
44006,9c79,d9a0
44007,35c7,2e56
44008,eccd,157f
44009,2e6b,1185
44010,3e78,13f4
44011,30fb,a2eb
44012,2ce8,101e
44013,4970,027a
44014,5d17,63d1
44015,5ede,3bc6
44016,388d,7921
44017,8b0a,f098
44018,3e13,addc
44019,7618,0caf
44020,85a6,be08
44021,02b8,ed70
44022,6072,058f
44023,413e,ae69
44024,46ff,5b9c
44025,9794,35e3
44026,c5f4,66ef
44027,6f50,c6f1
44028,7873,62e2
44029,315a,08a1
44030,9869,b739
44031,3201,fd6c
44032,7b71,f19a
44033,c35f,e4dc
44034,c09a,e022
44035,c3f7,5efc
44036,54a8,ae21
44037,bc64,91b5
44038,092f,551a
44039,b72a,491d
44040,2187,12d8
44041,57bf,4501
44042,416a,5ded
44043,7fb2,081a
44044,66ca,8985
44045,f3b8,f356
44046,262f,16a3
44047,6325,9861
44048,d14d,28f9
44049,3c68,3cb5
44050,dc44,6f01
44051,9760,bfe9
44052,2d96,03d5
44053,8fe1,c10a
44054,df40,8f0c
44055,5bc4,7509
44056,03b1,f003
44057,f268,6dff
44058,8a78,5036
44059,04af,986b
44060,ab1b,b306
44061,b673,9970
44062,9ed1,2684
44063,2567,0001
44064,0519,e730
44065,49ea,5dfd
44066,61cd,24a9
44067,cd88,7561
44068,d897,4a96
44069,6db7,0169
44070,199c,0e79
44071,81c5,42ce
44072,1eb5,4d95
44073,3fab,77e0
44074,4ffc,e57c
44075,1105,ab43
44076,ec04,2e8e
44077,0b17,b58a
44078,0e07,7335
44079,317b,895d
44080,82e9,3096
44081,7876,dc8d
44082,97ae,ba41
44083,3f4e,ab8f
44084,8d6c,d167
44085,7202,9aab
44086,07af,6016
44087,84eb,c4e5
44088,08d9,c800
44089,0d7e,909e
44090,4063,3d96
44091,dbfd,21f6
44092,bc2a,461f
44093,037c,1dd5
44094,990f,640c
44095,5d6d,e390
44096,c7b3,6760
44097,b2e9,92ea
44098,ef76,4987
44099,dc5e,a64c
44100,3122,5763
44101,a2a7,a89a
44102,7635,39be
44103,2ff3,45ff
44104,6a59,436a
44105,b626,c0d5
44106,09ca,fc15
44107,8bc3,bf0d
44108,5f94,1363
44109,e254,7441
44110,25ac,e35f
44111,b2af,fe8e
44112,8787,eb24
44113,2e33,4be1
44114,85c6,b576
44115,deb0,6c9c
44116,a36a,9670
44117,ea1a,084b
44118,77db,196c
44119,b27b,cd1f
44120,f5fe,1416
44121,0a5f,79c7
44122,5c02,d975
44123,dd2b,3107
44124,33ec,661e
44125,1a25,c5c0
44126,5ded,a4dc
44127,86bf,4a54
44128,6d96,d48a
44129,6ca8,3cc6
44130,8427,5359
44131,6e7f,c2b9
44132,6094,3496
44133,cc6e,321a
44134,82ab,8685
44135,9a7e,8022
44136,1655,0253
44137,e0a9,ba1c
44138,8498,4fb1
44139,e002,e207
44140,1157,3445
44141,3006,675a
44142,47ae,6ef4
44143,6e2a,ff07
44144,294e,0968
44145,11db,9bf2
44146,de5d,1dfc
44147,3e6b,0ea1
44148,0d9a,8828
44149,1ab6,8f11
44150,6793,975f
44151,881e,d281
44152,548a,f328
44153,7979,f768
44154,6e5e,92fd
44155,b44f,5490
44156,b416,ebce
44157,57f0,815b
44158,93e4,440d
44159,8da3,3d4b
44160,e995,2d19
44161,bc88,3d08
44162,6858,ef28
44163,29e0,cdbb
44164,8ba3,9c7f
44165,4689,c340
44166,066f,3cd8
44167,1131,c54d
44168,111c,358c
44169,82cf,ef51
44170,9eac,130f
44171,4af5,2dd4
44172,91ef,ea21
44173,ef68,778f
44174,58c0,5051
44175,82d7,470c
44176,d24a,8f8f
44177,2299,5d3f
44178,b131,7593
44179,6f44,7b5f
44180,6c7f,dbdd
44181,83db,26aa
44182,511a,5cd8
44183,9c39,785b
44184,8d55,b379
44185,9848,99e7
44186,4535,fae4
44187,7191,c047
44188,23d1,7ad2
44189,8c4c,8abe
44190,d43f,6b8a
44191,ec4a,be45
44192,bb9b,4e37
44193,d4fa,a0b0
44194,01b2,8e96
44195,5898,7e19
44196,a36b,5aea
44197,e066,7b9b
44198,5488,9788
44199,ee17,908b
44200,f983,6ea9
44201,9209,17ad
44202,9936,39a9
44203,b0f2,a3b7
44204,18f5,a370
44205,dfb6,059d
44206,e112,74b0
44207,630c,b669
44208,2d72,b497
44209,868f,5634
44210,174d,6ee2
44211,a576,a8ec
44212,deb5,72cd
44213,37e4,0346
44214,c66c,24e1
44215,154b,a6ca
44216,fc87,a319
44217,7c9d,a029
44218,3d1b,8508
44219,c2a9,71d1
44220,6281,b6e2
44221,770f,d597
44222,c562,f52f
44223,4895,c81e
44224,0467,b6cc
44225,368c,45d2
44226,a6c5,3ce5
44227,92b5,0c3d
44228,c79a,102e
44229,ea08,c59f
44230,c568,60dc
44231,36df,a851
44232,1951,e261
44233,afd6,d3b9
44234,1596,e0d6
44235,4af8,b609
44236,a5f6,db14
44237,44d4,923e
44238,aaab,c192
44239,0452,632e
44240,2cda,1cad
44241,f16c,b735
44242,1c6b,62d9
44243,7f57,7762
44244,39af,8058
44245,973e,8a71
44246,a25b,f3ae
44247,a82c,2451
44248,7ad2,ed25
44249,a151,3e99
44250,03e1,2faf
44251,6bd1,5dfb
44252,2887,45aa
44253,86aa,3985
44254,eb51,5095
44255,bb78,e567
44256,8353,3b71
44257,4070,8c24
44258,58db,248c
44259,6b88,5178
44260,ad4d,5bbf
44261,8f5e,9806
44262,9c9f,3b5d
44263,b68b,58a1
44264,d305,ece9
44265,3183,d9d3
44266,03f8,3595
44267,cc06,699b
44268,362d,985d
44269,5bbc,e577
44270,61eb,c2d7
44271,65cc,e873
44272,7597,a16a
44273,fb66,1634
44274,e696,6d58
44275,4e99,deff
44276,4792,43eb
44277,0401,7fec
44278,c7b5,8c73
44279,78c2,cb92
44280,9c92,1c6f
44281,c24d,7f66
44282,b0b3,c77f
44283,c418,2318
44284,99e8,19d6
44285,d81f,745f
44286,67c8,4421
44287,502d,d1c7
44288,f9ce,3e22
44289,2672,a78d
44290,e00b,5934
44291,0815,2e7c
44292,c91e,a3e0
44293,a9c7,6211
44294,0daa,4833
44295,f22d,9508
44296,38ca,74ea
44297,6ffe,8109
44298,8f77,65a6
44299,e554,e025
44300,4ae9,dab9
44301,a2c0,109e
44302,7e3c,22ce
44303,a19e,03ed
44304,a79b,8174
44305,bc62,a2d0
44306,ec19,23b7
44307,4b70,077a
44308,6a17,679f
44309,601e,392c
44310,9cdc,37f1
44311,b052,1316
44312,5dd2,75f9
44313,8d51,6f4a
44314,48d5,baad
44315,062a,cd54
44316,6421,b977
44317,100c,7112
44318,87b8,16f4
44319,2998,dd3f
44320,00ca,6871
44321,e1da,761d
44322,cac8,d863
44323,e666,fb14
44324,85a8,7eb1
44325,6311,9db0
44326,5b3c,754e
44327,a783,7bae
44328,99fa,e83f
44329,b699,de19
44330,e15d,9522
44331,21b9,5f0a
44332,19c4,472e
44333,a084,34c6
44334,4808,055b
44335,1b07,991a
44336,c570,4d13
44337,9ae1,da15
44338,198f,e9dc
44339,405f,0a73
44340,a223,d6e3
44341,fdee,1ac2
44342,a8b4,e075
44343,6d4e,d9c8
44344,348f,f8dd
44345,4c59,1f02
44346,a5ff,2072
44347,8aeb,851f
44348,98ca,a1c7
44349,164e,4a36
44350,3191,a451
44351,967e,0923
44352,e6d3,19a8
44353,a39c,4993
44354,6796,0ae5
44355,8d2a,fa41
44356,2e46,9607
44357,aa5a,da62
44358,0678,9a2f
44359,4767,3f5e
44360,d212,5536
44361,dfef,eb39
44362,dd89,e2ca
44363,9995,5bde
44364,7b9f,e7e2
44365,27ee,f6c2
44366,9056,f700
44367,bea3,f242
44368,51c4,7c30
44369,6d91,1470
44370,2580,212b
44371,c0bd,1cfe
44372,1237,b1d7
44373,ae51,5b4f
44374,d952,606f
44375,79a5,5c77
44376,722f,1585
44377,7abb,187c
44378,cf6b,0589
44379,383a,18ea
44380,ee30,938d
44381,862a,334b
44382,bd1f,0eb7
44383,1883,57d9
44384,32c4,e5c5
44385,cfb3,7311
44386,65de,cd5c
44387,f231,1ff7
44388,0202,54f7
44389,4781,223a
44390,a71c,43ab
44391,362a,b777
44392,5c86,9ce6
44393,5cc4,e2d4
44394,79c1,0bdd
44395,ba1d,ed57
44396,a789,b4c1
44397,0ba8,db33
44398,1928,aec9
44399,2f6d,f569
44400,1459,af4b
44401,96ea,9f46
44402,61b4,6453
44403,6fa3,b2de
44404,816c,6a23
44405,09a2,0220
44406,09d7,bdcb
44407,05c5,b09a
44408,e7b4,470e
44409,d2c0,c43f
44410,d988,ceb5
44411,9b1f,bb8d
44412,8f3f,b57e
44413,620e,d3f5
44414,fb39,61c0
44415,3203,d356
44416,d07c,7772
44417,3cd2,6c4b
44418,f747,3177
44419,d550,9773
44420,5919,c7d5
44421,a741,f0d3
44422,4ce6,9e7b
44423,b9bc,db10
44424,a3e8,47d5
44425,1d0a,d5eb
44426,9cfb,84ee
44427,1bab,9161
44428,7090,00d0
44429,b547,645b
44430,d8cc,cc8a
44431,a31d,4b40
44432,612e,b31e
44433,b71c,66b9
44434,9524,1c8e
44435,4a1d,20b7
44436,264f,d2b2
44437,0ed9,0b41
44438,f611,de75
44439,3c85,f0ca
44440,3eaf,4255
44441,cf3f,7dbf
44442,0f2b,c79f
44443,e97c,623c
44444,0069,a62b
44445,95c5,4dbc
44446,b08c,ab7e
44447,d71f,85b5
44448,3e10,8cee
44449,8640,330e
44450,d7ab,938e
44451,715d,8e69
44452,72b2,376e
44453,4979,ec9f
44454,f00a,0f23
44455,df90,bf1a
44456,0dab,55f9
44457,04a7,4bc6
44458,9b7b,7bfe
44459,9cf3,2310
44460,0a20,6391
44461,25e5,4db7
44462,9704,50e9
44463,83f4,868b
44464,98d8,0556
44465,a724,326a
44466,522d,769f
44467,6d89,defc
44468,3713,9c78
44469,9e42,d309
44470,cd26,af26
44471,164f,9e2b
44472,f12e,a7c0
44473,656d,ea0e
44474,ee64,b960
44475,c653,0306
44476,b858,c9d8
44477,dd41,87b4
44478,8ab4,15ac
44479,b195,6ed9
44480,af68,3ba2
44481,4132,1eee
44482,d91d,0586
44483,cb32,4068
44484,03d9,167a
44485,97b6,fa13
44486,e577,32b7
44487,ff12,0297
44488,9bbe,ba4b
44489,f3d0,c21c
44490,dfeb,5a60
44491,e00a,8ff3
44492,f9f9,dc65
44493,2082,6cf4
44494,e515,2ad0
44495,10c1,d7da
44496,b8ab,9e73
44497,f991,d75f
44498,877d,98b8
44499,0958,2cd4
44500,859e,8e2e
44501,f164,455a
44502,e303,69e1
44503,49f3,b2f7
44504,5640,c107
44505,ca02,495b
44506,4dc1,3ab3
44507,959f,c289
44508,7eee,3109
44509,349f,981e
44510,3c8e,481e
44511,58ab,2ce8
44512,32f0,f15b
44513,3743,3c8b
44514,a6e7,6b1b
44515,4d86,f0e3
44516,6aa4,6189
44517,72eb,10ad
44518,dff4,7658
44519,598c,0adf
44520,7cf4,b627
44521,065e,c089
44522,b516,d743
44523,9622,39f1
44524,2028,f967
44525,8f69,0c14
44526,e061,74bb
44527,319e,7535
44528,f6b1,dbe8
44529,2cae,e2d2
44530,98a0,9daa
44531,5a37,61a1
44532,f4f6,c4e2
44533,5fcd,ab77
44534,118d,fd78
44535,c49d,20c7
44536,b2ef,a4d1
44537,c745,c8c2
44538,4c63,8cb3
44539,a9bb,7191
44540,ea54,a576
44541,3d04,7cfb
44542,e40b,c55f
44543,4c8d,4fe9
44544,1a0d,09e6
44545,2f49,b445
44546,edd2,761a
44547,49b6,3902
44548,b29e,d9bf
44549,c646,605d
44550,b171,258c
44551,0f1e,d590
44552,9d5e,cbea
44553,f676,ebb9
44554,c5d6,76c9
44555,608d,19a4
44556,114a,4cca
44557,fed2,40c0
44558,7426,3e8f
44559,ba4c,418b
44560,a92f,55d0
44561,ac8b,22d8
44562,0999,6158
44563,15d2,45cf
44564,46dc,7396
44565,e8ed,dcdd
44566,2324,73fc
44567,1bb2,91f6
44568,3dd5,84d7
44569,ec9b,41a3
44570,0d0c,f5a9
44571,293a,d09f
44572,ae60,1cee
44573,684e,ec57
44574,ebb7,7c83
44575,3185,53b2
44576,bc93,a123
44577,4e6b,5fbf
44578,6c93,990f
44579,79a6,d99c
44580,641a,afcf
44581,fe04,14b6
44582,5414,19cc
44583,e426,d0b0
44584,2422,c1b8
44585,f532,631b
44586,a59c,139b
44587,8ef6,9534
44588,a65c,280e
44589,0e01,9d1b
44590,860f,2f18
44591,a514,28dd
44592,a3f5,9cce
44593,12a0,4147
44594,bc45,2c08
44595,55d7,9d0d
44596,862d,5ed7
44597,fafe,e116
44598,1d0b,c64a
44599,9eef,8347
44600,c2ad,d331
44601,3620,c532
44602,1ef4,cba6
44603,bffd,7027
44604,a15f,e328
44605,772f,d582
44606,b08a,3666
44607,8cca,0c88
44608,4874,92ba
44609,ccca,0f62
44610,1312,8882
44611,c8e0,3579
44612,918f,ec21
44613,6b6f,c36e
44614,494c,fd22
44615,7307,7fc3
44616,a266,31de
44617,345a,b140
44618,2a0f,df20
44619,880d,64b2
44620,c943,606a
44621,665a,5abc
44622,f04d,19f7
44623,b889,92e0
44624,1121,eabf
44625,dbc8,9ca9
44626,2f85,61e5
44627,de78,24c3
44628,7cf1,d377
44629,de71,912a
44630,4cd3,86d6
44631,71ff,3a4d
44632,9ff7,6d89
44633,7c1a,3465
44634,adde,2e2c
44635,91e3,c99c
44636,1bce,1b75
44637,517d,0b28
44638,4c53,707c
44639,c8d9,50ce
44640,dc91,524a
44641,ed0f,3fa3
44642,ddb7,63b3
44643,1695,2dd9
44644,b530,66b6
44645,0405,e6a6
44646,3a42,babf
44647,0211,33ab
44648,9b12,c2f8
44649,bd6c,f148
44650,7570,407a
44651,c1a7,98cc
44652,ea73,358b
44653,d725,0948
44654,f691,27c3
44655,a07a,b60e
44656,3b4d,08fb
44657,1980,04d4
44658,b19a,13b9
44659,5c1b,f103
44660,de04,dab8
44661,f3f1,3d32
44662,67f4,6fda
44663,4e0d,88fc
44664,3bb1,64a2
44665,0689,9ec4
44666,bb67,0a95
44667,9588,c588
44668,2e9c,b9cc
44669,86c6,6bb9
44670,85b3,f8db
44671,e500,5216
44672,1d2d,f70b
44673,d377,2b60
44674,69d9,996c
44675,9cd6,f3ce
44676,3fca,17e5
44677,f74f,43be
44678,cc4d,0a7c
44679,afa2,249b
44680,bb8c,62b9
44681,51b8,9fd0
44682,c9a2,9038
44683,deba,bd63
44684,dc87,86c2
44685,61c9,6cc5
44686,2988,c163
44687,2cb7,666f
44688,1d33,3601
44689,43e9,1b37
44690,9f89,1b4d
44691,bc2e,39e1
44692,deed,123a
44693,56b8,58fb
44694,2ffe,03dd
44695,e028,b852
44696,8292,56e9
44697,b2ea,bf84
44698,1322,4566
44699,883b,7b2d
44700,0b38,be3d
44701,7344,bb7f
44702,ed6a,53f3
44703,6bfc,a5f0
44704,1ec0,6507
44705,9db5,d5a2
44706,2a71,9324
44707,bfe1,ea82
44708,f75d,0963
44709,ad3b,1181
44710,135d,7850
44711,bd38,26ac
44712,1606,89d2
44713,f584,ae84
44714,dc9f,9e83
44715,f239,8130
44716,c608,afd1
44717,fa36,c9fd
44718,7cd8,7825
44719,90ee,26b8
44720,d1cd,7e1d
44721,95d3,eb94
44722,88e4,ce95
44723,a993,d97f
44724,1f6e,5569
44725,2410,3514
44726,749b,85d8
44727,79f7,b712
44728,adf9,dd6b
44729,0c12,1bd9
44730,0f97,3cc7
44731,8274,e158
44732,8167,6c08
44733,24c8,ac09
44734,21e5,c31e
44735,fcd2,2a65
44736,eecc,7f14
44737,dc3d,7450
44738,c950,6439
44739,e8e1,e94f
44740,cd41,f446
44741,c60c,73a6
44742,965a,ae7c
44743,6892,fca9
44744,c01b,e598
44745,2476,acb4
44746,83d6,1438
44747,4234,7317
44748,24f1,7057
44749,0464,5328
44750,c231,a276
44751,1aea,e19c
44752,01c4,8a59
44753,e04c,ed92
44754,dd01,c72e
44755,fb28,8ba0
44756,0b45,517f
44757,15b5,406a
44758,450d,8bff
44759,416e,9d7d
44760,c289,5cf4
44761,ac00,ea77
44762,b42d,5707
44763,52bd,169d
44764,539a,30c8
44765,93db,be47
44766,d1a2,4e4e
44767,2a06,9398
44768,ed30,cad2
44769,82a3,1130
44770,29d8,1233
44771,98e7,0d07
44772,6030,5d63
44773,4c88,4cb8
44774,1bff,a177
44775,5d4d,4fef
44776,054d,0f3b
44777,49bd,ece2
44778,7106,b999
44779,1502,187b
44780,5a20,7d17
44781,3412,6b01
44782,65fb,4f82
44783,6bc3,9c1f
44784,1913,9379
44785,1f1e,f0a3
44786,e232,8190
44787,117a,ccd3
44788,dba4,9807
44789,df6f,cf1f
44790,2a1c,c600
44791,4dcd,1ae5
44792,0349,b5bf
44793,4a67,b249
44794,ac88,76f6
44795,722e,af39
44796,ca19,6d1c
44797,4a38,7010
44798,b3c8,509b
44799,4694,f211
44800,9a5b,ac5b
44801,a52a,2199
44802,4c84,75a2
44803,746e,06b0
44804,b0ca,5319
44805,ded2,a73d
44806,1285,81df
44807,2ec9,f017
44808,568c,7a48
44809,62cc,8729
44810,f717,5e91
44811,4077,4852
44812,4d23,87b7
44813,0c54,d4d2
44814,c673,a75c
44815,3a43,b50c
44816,7bf9,57f7
44817,ea1f,28d4
44818,4cf3,8083
44819,80b1,862c
44820,c95f,14dc
44821,de7e,acd9
44822,b7f8,31ce
44823,16ff,9491
44824,681e,8505
44825,8789,a34f
44826,58a6,0280
44827,87c0,a00e
44828,a4a7,ceaf
44829,420b,38b5
44830,edcd,c74d
44831,4337,5437
44832,0b16,0b14
44833,39d3,c536
44834,8c49,6ae0
44835,cfaa,3dd9
44836,919e,52aa
44837,d06b,6817
44838,d1ac,c97c
44839,f6df,4c21
44840,aefe,d3b8
44841,dbe3,5f45
44842,66ea,3a7d
44843,c1d3,f014
44844,c8e9,45ce
44845,3ac2,9493
44846,4f1b,4fae
44847,5ecc,cd65
44848,ea26,301a
44849,cabd,853b
44850,9aeb,9a37
44851,276f,ba19
44852,69ac,5c7b
44853,8dba,b549
44854,fd32,660a
44855,8c31,e77d
44856,6a4d,6819
44857,2751,309e
44858,33fa,e6a5
44859,aba4,8b46
44860,8b6c,6540
44861,2b91,cc3d
44862,8c5a,8796
44863,a013,42ed
44864,fe81,6822
44865,714b,b1d1
44866,0077,d0e9
44867,8b1b,98c9
44868,e4ad,d332
44869,f6d2,221f
44870,795e,6ef9
44871,c617,df1a
44872,d92b,a3de
44873,29ff,d5cd
44874,39d5,453e
44875,b77f,a71e
44876,c024,d724
44877,7a8a,5f17
44878,c037,7d5f
44879,558a,e3af
44880,bfb7,e616
44881,bd23,12fe
44882,cd79,920d
44883,6679,9c5a
44884,003b,a01b
44885,047b,50eb
44886,c00c,dc59
44887,151c,4738
44888,0f6a,8454
44889,e3cf,5a67
44890,6495,2e8f
44891,0fc0,9c16
44892,498a,f2fa
44893,38b3,c009
44894,6150,4e19
44895,ec64,eb45
44896,5861,b740
44897,30a9,3987
44898,dd36,7b64
44899,1651,0952
44900,15d8,366d
44901,e2e3,62b3
44902,edd1,e16c
44903,8622,0d10
44904,05cd,061c
44905,0cf1,fc3a
44906,a911,240f
44907,d7dc,1c76
44908,ed27,a391
44909,043d,002a
44910,98ff,284f
44911,e48e,d6cc
44912,1414,0359
44913,ad2f,6aed
44914,b7a1,3197
44915,a302,1fc8
44916,c8b0,54a3
